time (s),w,x-axis,y-axis,z-axis,class
1661434831800.124,0.667,-0.514,-0.524,0.128,4
1661434831860.333,0.667,-0.514,-0.524,0.128,4
1661434831861.9968,0.667,-0.514,-0.524,0.128,4
1661434831920.4258,0.667,-0.514,-0.524,0.128,4
1661434831922.2742,0.667,-0.514,-0.524,0.128,4
1661434831923.302,0.667,-0.514,-0.524,0.128,4
1661434831925.261,0.667,-0.514,-0.524,0.127,4
1661434831926.26,0.667,-0.514,-0.524,0.127,4
1661434831927.272,0.667,-0.514,-0.523,0.127,4
1661434831929.961,0.667,-0.514,-0.524,0.127,4
1661434831930.253,0.667,-0.514,-0.524,0.127,4
1661434831931.2798,0.667,-0.514,-0.524,0.127,4
1661434831980.627,0.667,-0.514,-0.524,0.127,4
1661434832040.2751,0.667,-0.514,-0.524,0.127,4
1661434832040.953,0.667,-0.514,-0.524,0.127,4
1661434832041.987,0.667,-0.514,-0.524,0.127,4
1661434832042.949,0.667,-0.513,-0.524,0.127,4
1661434832043.945,0.667,-0.513,-0.524,0.127,4
1661434832100.137,0.667,-0.513,-0.524,0.128,4
1661434832100.793,0.667,-0.513,-0.524,0.128,4
1661434832101.79,0.667,-0.513,-0.524,0.128,4
1661434832220.295,0.667,-0.513,-0.524,0.128,4
1661434832340.26,0.667,-0.513,-0.524,0.128,4
1661434832341.881,0.667,-0.513,-0.524,0.128,4
1661434832342.8782,0.667,-0.513,-0.524,0.128,4
1661434832400.105,0.667,-0.513,-0.524,0.128,4
1661434832401.094,0.667,-0.513,-0.524,0.128,4
1661434832402.088,0.667,-0.513,-0.524,0.128,4
1661434832460.0288,0.667,-0.513,-0.524,0.128,4
1661434832460.699,0.668,-0.513,-0.524,0.127,4
1661434832461.6958,0.668,-0.513,-0.524,0.127,4
1661434832519.543,0.668,-0.513,-0.524,0.127,4
1661434832521.816,0.668,-0.513,-0.524,0.127,4
1661434832523.542,0.668,-0.513,-0.524,0.127,4
1661434832524.567,0.668,-0.513,-0.524,0.127,4
1661434832527.521,0.667,-0.514,-0.524,0.127,4
1661434832528.517,0.667,-0.514,-0.524,0.127,4
1661434832579.596,0.667,-0.514,-0.524,0.127,4
1661434832580.5818,0.667,-0.514,-0.524,0.127,4
1661434832640.761,0.667,-0.514,-0.524,0.127,4
1661434832641.4211,0.668,-0.514,-0.524,0.127,4
1661434832642.4202,0.668,-0.514,-0.524,0.127,4
1661434832699.799,0.668,-0.514,-0.524,0.127,4
1661434832701.797,0.668,-0.514,-0.524,0.127,4
1661434832702.795,0.668,-0.513,-0.524,0.127,4
1661434832703.793,0.668,-0.513,-0.524,0.127,4
1661434832704.788,0.668,-0.513,-0.523,0.127,4
1661434832705.786,0.668,-0.513,-0.524,0.127,4
1661434832705.786,0.668,-0.513,-0.524,0.127,4
1661434832759.987,0.668,-0.513,-0.524,0.127,4
1661434832761.638,0.668,-0.513,-0.524,0.128,4
1661434832761.638,0.668,-0.513,-0.524,0.128,4
1661434832762.637,0.668,-0.513,-0.524,0.128,4
1661434832763.689,0.668,-0.513,-0.524,0.127,4
1661434832764.6711,0.668,-0.513,-0.524,0.127,4
1661434832765.675,0.668,-0.513,-0.524,0.127,4
1661434832766.67,0.668,-0.513,-0.524,0.127,4
1661434832767.62,0.668,-0.513,-0.524,0.127,4
1661434832820.3298,0.668,-0.513,-0.524,0.127,4
1661434832821.085,0.668,-0.513,-0.523,0.127,4
1661434832823.081,0.668,-0.513,-0.523,0.127,4
1661434832825.075,0.668,-0.513,-0.524,0.127,4
1661434832826.124,0.668,-0.513,-0.523,0.127,4
1661434832826.124,0.668,-0.513,-0.524,0.127,4
1661434832828.064,0.668,-0.514,-0.524,0.127,4
1661434832828.064,0.668,-0.514,-0.524,0.127,4
1661434832829.061,0.668,-0.514,-0.524,0.127,4
1661434832880.459,0.667,-0.514,-0.524,0.127,4
1661434832881.919,0.667,-0.514,-0.524,0.128,4
1661434832882.95,0.667,-0.514,-0.524,0.128,4
1661434832883.915,0.667,-0.514,-0.524,0.128,4
1661434832884.9111,0.667,-0.514,-0.524,0.128,4
1661434832885.908,0.667,-0.514,-0.524,0.128,4
1661434832886.906,0.667,-0.514,-0.524,0.128,4
1661434832887.9038,0.667,-0.514,-0.525,0.128,4
1661434832888.901,0.666,-0.514,-0.525,0.128,4
1661434832940.323,0.666,-0.514,-0.525,0.128,4
1661434832941.76,0.666,-0.514,-0.525,0.128,4
1661434832941.76,0.666,-0.514,-0.525,0.128,4
1661434832942.7568,0.666,-0.514,-0.525,0.128,4
1661434832943.753,0.666,-0.514,-0.525,0.128,4
1661434832944.757,0.666,-0.514,-0.525,0.128,4
1661434832945.748,0.666,-0.514,-0.525,0.128,4
1661434832946.746,0.666,-0.514,-0.525,0.128,4
1661434833060.473,0.666,-0.514,-0.525,0.128,4
1661434833061.438,0.666,-0.514,-0.525,0.128,4
1661434833062.439,0.666,-0.514,-0.525,0.128,4
1661434833063.4329,0.667,-0.514,-0.524,0.128,4
1661434833063.4329,0.667,-0.514,-0.524,0.128,4
1661434833064.433,0.667,-0.514,-0.524,0.128,4
1661434833120.5771,0.667,-0.514,-0.524,0.128,4
1661434833121.5752,0.667,-0.514,-0.524,0.128,4
1661434833122.576,0.667,-0.514,-0.524,0.128,4
1661434833183.41,0.667,-0.514,-0.524,0.128,4
1661434833184.407,0.667,-0.514,-0.524,0.128,4
1661434833185.404,0.667,-0.514,-0.524,0.128,4
1661434833186.403,0.667,-0.514,-0.524,0.128,4
1661434833187.399,0.667,-0.514,-0.524,0.128,4
1661434833188.396,0.667,-0.514,-0.524,0.128,4
1661434833189.421,0.667,-0.514,-0.524,0.128,4
1661434833360.0718,0.667,-0.514,-0.524,0.128,4
1661434833360.73,0.667,-0.514,-0.524,0.128,4
1661434833480.603,0.667,-0.514,-0.524,0.128,4
1661434833481.228,0.667,-0.514,-0.524,0.128,4
1661434833482.224,0.667,-0.514,-0.524,0.128,4
1661434833483.223,0.667,-0.514,-0.524,0.128,4
1661434833484.232,0.667,-0.514,-0.524,0.128,4
1661434833485.198,0.667,-0.514,-0.524,0.128,4
1661434833488.183,0.667,-0.514,-0.524,0.128,4
1661434833488.183,0.667,-0.514,-0.524,0.128,4
1661434833489.1812,0.667,-0.514,-0.524,0.128,4
1661434833541.363,0.667,-0.514,-0.524,0.128,4
1661434833542.325,0.667,-0.514,-0.524,0.128,4
1661434833542.325,0.667,-0.514,-0.524,0.128,4
1661434833543.3198,0.667,-0.514,-0.524,0.128,4
1661434833544.318,0.667,-0.514,-0.524,0.128,4
1661434833545.315,0.667,-0.514,-0.524,0.128,4
1661434833546.323,0.667,-0.514,-0.524,0.128,4
1661434833547.31,0.667,-0.514,-0.524,0.128,4
1661434833547.31,0.667,-0.514,-0.524,0.128,4
1661434833600.304,0.667,-0.514,-0.524,0.128,4
1661434833600.974,0.667,-0.514,-0.524,0.128,4
1661434833601.969,0.667,-0.514,-0.523,0.128,4
1661434833603.966,0.668,-0.514,-0.523,0.128,4
1661434833660.6218,0.668,-0.514,-0.523,0.128,4
1661434833662.021,0.668,-0.514,-0.523,0.128,4
1661434833663.018,0.668,-0.514,-0.523,0.128,4
1661434833663.018,0.668,-0.514,-0.523,0.128,4
1661434833780.8882,0.668,-0.514,-0.523,0.128,4
1661434833781.819,0.668,-0.514,-0.523,0.128,4
1661434833840.442,0.668,-0.514,-0.523,0.128,4
1661434833900.305,0.668,-0.514,-0.523,0.128,4
1661434833901.356,0.668,-0.514,-0.523,0.128,4
1661434833960.761,0.668,-0.514,-0.523,0.128,4
1661434833961.408,0.668,-0.514,-0.523,0.128,4
1661434833962.472,0.668,-0.514,-0.523,0.128,4
1661434833963.402,0.668,-0.514,-0.523,0.128,4
1661434833964.4,0.668,-0.514,-0.523,0.128,4
1661434833965.396,0.668,-0.514,-0.523,0.128,4
1661434833966.397,0.668,-0.514,-0.523,0.128,4
1661434833966.397,0.668,-0.514,-0.523,0.128,4
1661434833967.416,0.668,-0.514,-0.523,0.128,4
1661434834080.2668,0.668,-0.514,-0.523,0.128,4
1661434834081.886,0.668,-0.514,-0.523,0.128,4
1661434834082.8818,0.668,-0.514,-0.523,0.128,4
1661434834083.8809,0.668,-0.514,-0.523,0.128,4
1661434834200.407,0.668,-0.514,-0.523,0.128,4
1661434834202.398,0.668,-0.514,-0.523,0.127,4
1661434834260.386,0.668,-0.514,-0.523,0.127,4
1661434834320.492,0.668,-0.514,-0.523,0.127,4
1661434834322.457,0.668,-0.514,-0.523,0.128,4
1661434834323.453,0.668,-0.514,-0.523,0.128,4
1661434834439.672,0.668,-0.514,-0.523,0.128,4
1661434834440.688,0.668,-0.514,-0.523,0.128,4
1661434834441.624,0.668,-0.514,-0.523,0.128,4
1661434834442.6218,0.668,-0.514,-0.523,0.128,4
1661434834443.619,0.668,-0.514,-0.523,0.128,4
1661434834444.617,0.668,-0.514,-0.523,0.128,4
1661434834500.7688,0.668,-0.514,-0.523,0.128,4
1661434834501.477,0.668,-0.514,-0.523,0.128,4
1661434834502.462,0.668,-0.514,-0.523,0.128,4
1661434834503.459,0.668,-0.514,-0.523,0.128,4
1661434834504.4849,0.668,-0.514,-0.523,0.128,4
1661434834505.454,0.668,-0.514,-0.523,0.128,4
1661434834560.466,0.668,-0.514,-0.523,0.128,4
1661434834620.351,0.668,-0.514,-0.523,0.128,4
1661434834622.348,0.668,-0.514,-0.523,0.128,4
1661434834623.533,0.668,-0.514,-0.523,0.128,4
1661434834624.344,0.668,-0.514,-0.523,0.128,4
1661434834625.3418,0.668,-0.514,-0.523,0.128,4
1661434834626.356,0.668,-0.514,-0.523,0.128,4
1661434834627.336,0.668,-0.514,-0.523,0.128,4
1661434834628.343,0.668,-0.514,-0.523,0.128,4
1661434834629.331,0.669,-0.514,-0.522,0.128,4
1661434834680.781,0.668,-0.514,-0.523,0.128,4
1661434834681.217,0.668,-0.514,-0.523,0.128,4
1661434834800.212,0.668,-0.514,-0.523,0.128,4
1661434834801.869,0.668,-0.514,-0.523,0.128,4
1661434834802.866,0.668,-0.514,-0.523,0.128,4
1661434834803.863,0.668,-0.514,-0.523,0.128,4
1661434834860.6729,0.668,-0.514,-0.522,0.128,4
1661434834861.328,0.668,-0.514,-0.522,0.128,4
1661434834862.3171,0.668,-0.514,-0.522,0.128,4
1661434834863.314,0.669,-0.514,-0.522,0.128,4
1661434834863.314,0.669,-0.514,-0.522,0.128,4
1661434834865.32,0.669,-0.514,-0.522,0.128,4
1661434834865.32,0.669,-0.514,-0.522,0.128,4
1661434834866.3071,0.668,-0.514,-0.522,0.128,4
1661434834867.3289,0.668,-0.514,-0.522,0.128,4
1661434834920.0088,0.668,-0.513,-0.523,0.128,4
1661434835040.05,0.668,-0.513,-0.523,0.128,4
1661434835041.729,0.668,-0.513,-0.523,0.128,4
1661434835041.729,0.668,-0.513,-0.523,0.129,4
1661434835042.72,0.668,-0.513,-0.523,0.129,4
1661434835043.7168,0.668,-0.513,-0.523,0.129,4
1661434835044.714,0.668,-0.513,-0.523,0.129,4
1661434835045.711,0.668,-0.513,-0.523,0.129,4
1661434835046.708,0.668,-0.513,-0.523,0.129,4
1661434835100.785,0.668,-0.513,-0.523,0.129,4
1661434835101.5962,0.668,-0.513,-0.523,0.129,4
1661434835160.627,0.668,-0.513,-0.523,0.129,4
1661434835161.597,0.668,-0.513,-0.523,0.129,4
1661434835280.588,0.668,-0.513,-0.523,0.129,4
1661434835282.266,0.668,-0.513,-0.523,0.129,4
1661434835282.266,0.668,-0.513,-0.523,0.129,4
1661434835340.918,0.668,-0.513,-0.523,0.129,4
1661434835343.505,0.668,-0.513,-0.523,0.129,4
1661434835344.274,0.668,-0.513,-0.523,0.129,4
1661434835399.875,0.668,-0.513,-0.523,0.129,4
1661434835460.806,0.669,-0.513,-0.523,0.129,4
1661434835462.1711,0.669,-0.513,-0.523,0.129,4
1661434835463.1692,0.669,-0.513,-0.523,0.129,4
1661434835464.142,0.669,-0.513,-0.522,0.128,4
1661434835465.1948,0.669,-0.513,-0.522,0.128,4
1661434835466.137,0.669,-0.513,-0.522,0.128,4
1661434835467.134,0.669,-0.513,-0.522,0.128,4
1661434835468.131,0.669,-0.513,-0.522,0.128,4
1661434835469.128,0.669,-0.513,-0.522,0.128,4
1661434835520.428,0.669,-0.513,-0.522,0.128,4
1661434835580.2268,0.669,-0.513,-0.522,0.128,4
1661434835640.239,0.669,-0.513,-0.522,0.128,4
1661434835641.211,0.669,-0.513,-0.522,0.128,4
1661434835642.208,0.669,-0.513,-0.522,0.129,4
1661434835643.385,0.669,-0.513,-0.522,0.129,4
1661434835644.204,0.67,-0.512,-0.522,0.129,4
1661434835644.204,0.67,-0.512,-0.522,0.129,4
1661434835699.852,0.67,-0.512,-0.522,0.129,4
1661434835700.848,0.67,-0.512,-0.522,0.129,4
1661434835701.886,0.67,-0.512,-0.522,0.129,4
1661434835703.394,0.67,-0.512,-0.522,0.129,4
1661434835704.081,0.67,-0.512,-0.522,0.129,4
1661434835706.941,0.67,-0.512,-0.522,0.129,4
1661434835707.8298,0.67,-0.512,-0.522,0.129,4
1661434835820.191,0.67,-0.512,-0.522,0.129,4
1661434835821.5352,0.67,-0.512,-0.522,0.129,4
1661434835822.529,0.67,-0.512,-0.522,0.129,4
1661434835823.531,0.67,-0.512,-0.522,0.129,4
1661434835940.117,0.67,-0.512,-0.522,0.129,4
1661434835999.9658,0.67,-0.512,-0.522,0.129,4
1661434836000.622,0.67,-0.512,-0.522,0.129,4
1661434836060.123,0.67,-0.512,-0.522,0.129,4
1661434836180.309,0.67,-0.512,-0.522,0.129,4
1661434836240.124,0.67,-0.512,-0.522,0.129,4
1661434836241.122,0.67,-0.512,-0.522,0.129,4
1661434836242.118,0.67,-0.512,-0.522,0.129,4
1661434836242.118,0.67,-0.512,-0.522,0.129,4
1661434836243.116,0.67,-0.512,-0.522,0.129,4
1661434836300.003,0.67,-0.512,-0.522,0.129,4
1661434836360.001,0.67,-0.512,-0.522,0.129,4
1661434836360.859,0.67,-0.512,-0.522,0.129,4
1661434836361.798,0.67,-0.512,-0.522,0.129,4
1661434836362.7952,0.67,-0.512,-0.522,0.129,4
1661434836420.419,0.67,-0.512,-0.522,0.129,4
1661434836421.415,0.67,-0.512,-0.522,0.129,4
1661434836422.412,0.67,-0.512,-0.522,0.129,4
1661434836424.4138,0.67,-0.512,-0.522,0.128,4
1661434836426.403,0.67,-0.512,-0.522,0.128,4
1661434836428.925,0.67,-0.512,-0.522,0.128,4
1661434836429.923,0.67,-0.512,-0.522,0.128,4
1661434836430.919,0.67,-0.511,-0.522,0.129,4
1661434836540.236,0.671,-0.511,-0.522,0.128,4
1661434836540.896,0.671,-0.512,-0.521,0.128,4
1661434836541.894,0.671,-0.512,-0.521,0.128,4
1661434836542.908,0.671,-0.512,-0.521,0.128,4
1661434836543.8882,0.671,-0.511,-0.521,0.128,4
1661434836546.643,0.671,-0.511,-0.521,0.128,4
1661434836546.88,0.671,-0.511,-0.521,0.128,4
1661434836547.894,0.671,-0.511,-0.521,0.128,4
1661434836548.873,0.671,-0.512,-0.521,0.128,4
1661434836780.8582,0.672,-0.512,-0.521,0.128,4
1661434836781.879,0.671,-0.512,-0.521,0.128,4
1661434836782.8528,0.671,-0.512,-0.521,0.128,4
1661434836783.8472,0.671,-0.512,-0.521,0.128,4
1661434836784.844,0.671,-0.511,-0.521,0.128,4
1661434836785.841,0.671,-0.511,-0.521,0.128,4
1661434836786.839,0.671,-0.511,-0.521,0.128,4
1661434836786.839,0.671,-0.511,-0.521,0.128,4
1661434836790.086,0.671,-0.511,-0.521,0.128,4
1661434836900.433,0.671,-0.511,-0.521,0.128,4
1661434836902.333,0.671,-0.511,-0.521,0.128,4
1661434836903.33,0.671,-0.511,-0.521,0.128,4
1661434836904.327,0.671,-0.511,-0.521,0.128,4
1661434836905.324,0.671,-0.511,-0.521,0.128,4
1661434836906.322,0.671,-0.511,-0.522,0.128,4
1661434837020.426,0.671,-0.511,-0.522,0.128,4
1661434837021.546,0.671,-0.511,-0.522,0.128,4
1661434837022.5571,0.671,-0.511,-0.522,0.128,4
1661434837023.581,0.671,-0.511,-0.522,0.128,4
1661434837024.971,0.671,-0.511,-0.522,0.128,4
1661434837080.38,0.671,-0.511,-0.521,0.128,4
1661434837081.176,0.671,-0.511,-0.521,0.128,4
1661434837140.477,0.671,-0.512,-0.522,0.129,4
1661434837141.0269,0.671,-0.512,-0.522,0.129,4
1661434837142.007,0.67,-0.512,-0.522,0.129,4
1661434837143.005,0.67,-0.512,-0.522,0.129,4
1661434837144.041,0.67,-0.512,-0.522,0.129,4
1661434837144.998,0.67,-0.512,-0.522,0.129,4
1661434837319.8882,0.67,-0.512,-0.522,0.129,4
1661434837320.844,0.67,-0.512,-0.522,0.129,4
1661434837321.842,0.67,-0.512,-0.522,0.129,4
1661434837323.838,0.67,-0.512,-0.522,0.129,4
1661434837324.8342,0.67,-0.512,-0.522,0.129,4
1661434837327.292,0.67,-0.512,-0.522,0.129,4
1661434837327.851,0.67,-0.512,-0.522,0.129,4
1661434837328.824,0.67,-0.512,-0.522,0.129,4
1661434837329.821,0.67,-0.512,-0.522,0.129,4
1661434837440.782,0.67,-0.512,-0.522,0.129,4
1661434837441.137,0.67,-0.512,-0.522,0.129,4
1661434837442.092,0.67,-0.512,-0.522,0.129,4
1661434837443.089,0.67,-0.512,-0.522,0.129,4
1661434837444.085,0.67,-0.512,-0.522,0.129,4
1661434837500.102,0.67,-0.512,-0.522,0.129,4
1661434837559.937,0.67,-0.512,-0.522,0.129,4
1661434837561.5808,0.67,-0.512,-0.522,0.129,4
1661434837561.5808,0.67,-0.512,-0.522,0.129,4
1661434837562.578,0.67,-0.512,-0.522,0.129,4
1661434837563.577,0.67,-0.512,-0.522,0.13,4
1661434837619.612,0.67,-0.512,-0.522,0.13,4
1661434837621.61,0.67,-0.512,-0.522,0.13,4
1661434837623.605,0.677,-0.506,-0.518,0.13,4
1661434837624.598,0.679,-0.502,-0.52,0.132,4
1661434837626.593,0.679,-0.497,-0.523,0.135,4
1661434837627.624,0.68,-0.492,-0.526,0.138,4
1661434837630.336,0.68,-0.486,-0.531,0.141,4
1661434837630.582,0.681,-0.479,-0.535,0.143,4
1661434837632.176,0.681,-0.472,-0.541,0.144,4
1661434837680.77,0.682,-0.464,-0.547,0.144,4
1661434837681.8262,0.682,-0.457,-0.554,0.143,4
1661434837682.822,0.682,-0.422,-0.583,0.129,4
1661434837682.822,0.682,-0.413,-0.59,0.124,4
1661434837683.82,0.682,-0.404,-0.597,0.117,4
1661434837684.818,0.683,-0.395,-0.604,0.11,4
1661434837686.812,0.684,-0.386,-0.61,0.102,4
1661434837687.809,0.687,-0.368,-0.621,0.084,4
1661434837688.8062,0.695,-0.313,-0.647,0.028,4
1661434846080.344,0.786,-0.094,-0.594,-0.146,4
1661434846081.031,0.784,-0.109,-0.6,-0.12,4
1661434846140.647,0.784,-0.115,-0.599,-0.116,4
1661434846142.072,0.783,-0.121,-0.6,-0.112,4
1661434846142.072,0.781,-0.129,-0.602,-0.107,4
1661434846200.5,0.778,-0.137,-0.604,-0.102,4
1661434846201.263,0.775,-0.146,-0.607,-0.096,4
1661434846202.29,0.772,-0.155,-0.61,-0.09,4
1661434846203.839,0.769,-0.164,-0.612,-0.083,4
1661434846204.287,0.767,-0.174,-0.613,-0.077,4
1661434846260.487,0.765,-0.184,-0.613,-0.07,4
1661434846261.956,0.765,-0.195,-0.611,-0.064,4
1661434846262.94,0.765,-0.206,-0.608,-0.058,4
1661434846262.94,0.764,-0.217,-0.605,-0.052,4
1661434846263.937,0.763,-0.227,-0.603,-0.046,4
1661434846264.935,0.761,-0.238,-0.602,-0.039,4
1661434846265.958,0.757,-0.283,-0.59,-0.011,4
1661434846266.929,0.759,-0.294,-0.581,-0.006,4
1661434846267.926,0.762,-0.306,-0.57,-0.002,4
1661434846319.7751,0.777,-0.352,-0.521,0.005,4
1661434846320.5718,0.78,-0.363,-0.51,0.007,4
1661434846322.57,0.767,-0.447,-0.458,0.048,4
1661434846324.5671,0.765,-0.452,-0.456,0.052,4
1661434846325.561,0.763,-0.456,-0.455,0.056,4
1661434846326.557,0.755,-0.471,-0.451,0.07,4
1661434846328.551,0.754,-0.474,-0.449,0.072,4
1661434846330.5918,0.744,-0.486,-0.451,0.086,4
1661434846331.546,0.741,-0.487,-0.454,0.091,4
1661434846380.763,0.738,-0.488,-0.457,0.095,4
1661434846381.4111,0.735,-0.489,-0.46,0.098,4
1661434846382.432,0.732,-0.49,-0.463,0.102,4
1661434846383.405,0.728,-0.49,-0.467,0.107,4
1661434846383.405,0.725,-0.49,-0.471,0.112,4
1661434846440.761,0.721,-0.491,-0.476,0.117,4
1661434846441.288,0.717,-0.491,-0.48,0.121,4
1661434846442.2468,0.713,-0.491,-0.485,0.126,4
1661434846443.251,0.708,-0.491,-0.49,0.132,4
1661434846444.242,0.703,-0.49,-0.497,0.138,4
1661434846445.25,0.697,-0.489,-0.504,0.146,4
1661434846446.2358,0.691,-0.489,-0.51,0.152,4
1661434846447.312,0.686,-0.488,-0.515,0.157,4
1661434846448.264,0.683,-0.488,-0.52,0.16,4
1661434846500.4832,0.682,-0.487,-0.522,0.159,4
1661434846501.481,0.681,-0.488,-0.523,0.156,4
1661434846501.481,0.681,-0.49,-0.523,0.153,4
1661434846503.477,0.681,-0.491,-0.523,0.149,4
1661434846560.872,0.681,-0.492,-0.523,0.145,4
1661434846561.308,0.681,-0.492,-0.523,0.141,4
1661434846680.4011,0.681,-0.493,-0.523,0.137,4
1661434846681.3308,0.681,-0.494,-0.524,0.134,4
1661434846740.617,0.68,-0.494,-0.525,0.132,4
1661434846800.028,0.679,-0.493,-0.527,0.131,4
1661434846800.694,0.678,-0.493,-0.53,0.13,4
1661434846801.709,0.677,-0.492,-0.532,0.13,4
1661434846802.672,0.676,-0.491,-0.534,0.131,4
1661434846860.72,0.675,-0.491,-0.535,0.132,4
1661434846861.317,0.674,-0.49,-0.536,0.133,4
1661434846862.304,0.673,-0.49,-0.537,0.135,4
1661434846863.322,0.673,-0.491,-0.537,0.136,4
1661434846864.29,0.673,-0.491,-0.536,0.138,4
1661434846865.286,0.673,-0.492,-0.535,0.139,4
1661434846866.3098,0.673,-0.493,-0.533,0.14,4
1661434846866.3098,0.673,-0.495,-0.532,0.141,4
1661434846867.312,0.673,-0.496,-0.53,0.142,4
1661434846979.969,0.673,-0.498,-0.528,0.141,4
1661434846980.932,0.674,-0.499,-0.526,0.141,4
1661434846981.932,0.674,-0.501,-0.524,0.14,4
1661434846982.929,0.675,-0.503,-0.522,0.138,4
1661434846983.925,0.676,-0.504,-0.52,0.137,4
1661434846984.9229,0.676,-0.506,-0.518,0.135,4
1661434846984.9229,0.678,-0.513,-0.512,0.127,4
1661434846985.92,0.678,-0.513,-0.511,0.126,4
1661434846989.156,0.679,-0.515,-0.508,0.123,4
1661434847100.785,0.68,-0.517,-0.506,0.117,4
1661434847101.782,0.681,-0.517,-0.506,0.116,4
1661434847102.7788,0.674,-0.526,-0.503,0.122,4
1661434847103.7778,0.674,-0.527,-0.503,0.121,4
1661434847104.774,0.675,-0.527,-0.503,0.118,4
1661434847105.805,0.675,-0.527,-0.503,0.117,4
1661434847106.769,0.675,-0.527,-0.503,0.117,4
1661434847109.161,0.675,-0.527,-0.504,0.116,4
1661434847109.761,0.674,-0.527,-0.505,0.116,4
1661434847160.742,0.674,-0.527,-0.505,0.116,4
1661434847161.274,0.674,-0.526,-0.506,0.116,4
1661434847162.276,0.673,-0.526,-0.506,0.115,4
1661434847163.298,0.674,-0.526,-0.506,0.115,4
1661434847219.8948,0.675,-0.527,-0.504,0.113,4
1661434847221.523,0.675,-0.528,-0.503,0.112,4
1661434847222.527,0.675,-0.528,-0.503,0.111,4
1661434847224.52,0.676,-0.529,-0.502,0.11,4
1661434847225.512,0.676,-0.529,-0.501,0.109,4
1661434847226.509,0.676,-0.53,-0.5,0.108,4
1661434847227.508,0.676,-0.53,-0.5,0.108,4
1661434847229.501,0.677,-0.531,-0.499,0.107,4
1661434847230.499,0.677,-0.531,-0.498,0.107,4
1661434847280.739,0.677,-0.532,-0.497,0.107,4
1661434847281.178,0.677,-0.533,-0.496,0.106,4
1661434847340.593,0.677,-0.533,-0.496,0.107,4
1661434847341.0288,0.677,-0.533,-0.496,0.107,4
1661434847342.0142,0.677,-0.533,-0.496,0.107,4
1661434847343.052,0.677,-0.533,-0.495,0.107,4
1661434847400.6829,0.677,-0.534,-0.495,0.107,4
1661434847460.791,0.677,-0.534,-0.495,0.107,4
1661434847461.278,0.677,-0.534,-0.495,0.107,4
1661434847462.2742,0.677,-0.534,-0.495,0.107,4
1661434847463.271,0.677,-0.534,-0.495,0.107,4
1661434847464.269,0.677,-0.534,-0.495,0.106,4
1661434847465.266,0.677,-0.534,-0.495,0.106,4
1661434847466.264,0.677,-0.534,-0.495,0.106,4
1661434847467.262,0.677,-0.534,-0.495,0.105,4
1661434847468.259,0.677,-0.534,-0.495,0.105,4
1661434847520.118,0.677,-0.535,-0.494,0.105,4
1661434847579.958,0.677,-0.535,-0.494,0.105,4
1661434847580.996,0.677,-0.535,-0.494,0.105,4
1661434847700.761,0.677,-0.535,-0.494,0.104,4
1661434847702.041,0.677,-0.535,-0.494,0.104,4
1661434847702.041,0.677,-0.535,-0.494,0.104,4
1661434847703.0388,0.677,-0.535,-0.494,0.104,4
1661434847704.0369,0.677,-0.535,-0.494,0.104,4
1661434847705.034,0.677,-0.535,-0.494,0.104,4
1661434847760.449,0.677,-0.535,-0.494,0.104,4
1661434847760.9028,0.677,-0.535,-0.494,0.104,4
1661434847761.881,0.677,-0.535,-0.494,0.104,4
1661434847819.874,0.678,-0.535,-0.494,0.103,4
1661434847821.872,0.678,-0.535,-0.494,0.103,4
1661434847823.884,0.678,-0.535,-0.494,0.103,4
1661434847824.86,0.678,-0.535,-0.494,0.103,4
1661434847825.892,0.678,-0.535,-0.494,0.103,4
1661434847826.8892,0.678,-0.535,-0.494,0.103,4
1661434847827.893,0.678,-0.535,-0.494,0.103,4
1661434847830.842,0.678,-0.535,-0.493,0.103,4
1661434847831.879,0.678,-0.535,-0.493,0.103,4
1661434847880.0571,0.678,-0.535,-0.493,0.103,4
1661434847880.709,0.678,-0.535,-0.494,0.103,4
1661434847881.706,0.678,-0.535,-0.494,0.103,4
1661434847882.7058,0.678,-0.535,-0.494,0.103,4
1661434847883.7012,0.678,-0.536,-0.493,0.102,4
1661434847884.742,0.678,-0.536,-0.493,0.102,4
1661434847940.793,0.678,-0.536,-0.493,0.102,4
1661434847941.546,0.678,-0.536,-0.493,0.102,4
1661434848000.7788,0.678,-0.536,-0.493,0.102,4
1661434848001.39,0.678,-0.536,-0.493,0.102,4
1661434848002.409,0.678,-0.536,-0.493,0.102,4
1661434848004.3792,0.678,-0.536,-0.493,0.102,4
1661434848005.3762,0.678,-0.536,-0.492,0.102,4
1661434848006.373,0.678,-0.536,-0.492,0.102,4
1661434848060.3162,0.678,-0.536,-0.492,0.102,4
1661434848061.23,0.678,-0.536,-0.492,0.102,4
1661434848062.249,0.678,-0.536,-0.492,0.102,4
1661434848063.247,0.678,-0.536,-0.492,0.102,4
1661434848064.219,0.678,-0.536,-0.492,0.102,4
1661434848065.217,0.678,-0.536,-0.492,0.102,4
1661434848066.213,0.678,-0.536,-0.492,0.102,4
1661434848066.213,0.678,-0.536,-0.492,0.102,4
1661434848067.209,0.678,-0.536,-0.492,0.102,4
1661434848120.073,0.678,-0.536,-0.492,0.102,4
1661434848121.0671,0.678,-0.536,-0.492,0.102,4
1661434848124.063,0.678,-0.536,-0.492,0.102,4
1661434848125.057,0.678,-0.536,-0.492,0.102,4
1661434848126.08,0.678,-0.536,-0.492,0.102,4
